Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 3286,England,Australia,England,7 wickets,Manchester,10-Jul-12
ODI # 3287,Scotland,Canada,Scotland,4 wickets,Ayr,"Jul 11-12, 2012"
ODI # 3288,West Indies,New Zealand,New Zealand,88 runs,Basseterre,11-Jul-12
ODI # 3289,West Indies,New Zealand,West Indies,24 runs,Basseterre,14-Jul-12
ODI # 3290,West Indies,New Zealand,West Indies,20 runs,Basseterre,16-Jul-12
ODI # 3291,Sri Lanka,India,India,21 runs,Hambantota,21-Jul-12
ODI # 3292,Sri Lanka,India,Sri Lanka,9 wickets,Hambantota,24-Jul-12
ODI # 3293,Sri Lanka,India,India,5 wickets,Colombo (RPS),28-Jul-12
ODI # 3294,Sri Lanka,India,India,6 wickets,Colombo (RPS),31-Jul-12
ODI # 3295,Sri Lanka,India,India,20 runs,Pallekele,04-Aug-12
ODI # 3296,England,South Africa,no result,,Cardiff,24-Aug-12
ODI # 3297,Afghanistan,Australia,Australia,66 runs,Sharjah,25-Aug-12
ODI # 3298,England,South Africa,South Africa,80 runs,Southampton,28-Aug-12
ODI # 3299,Australia,Pakistan,Australia,4 wickets,Sharjah,28-Aug-12
ODI # 3300,England,South Africa,England,4 wickets,The Oval,31-Aug-12
ODI # 3301,Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi,31-Aug-12
ODI # 3302,England,South Africa,England,6 wickets,Lord's,02-Sep-12
ODI # 3303,Australia,Pakistan,Australia,3 wickets,Sharjah,03-Sep-12
ODI # 3304,England,South Africa,South Africa,7 wickets,Nottingham,05-Sep-12
ODI # 3305,Sri Lanka,New Zealand,Sri Lanka,14 runs,Pallekele,04-Nov-12
ODI # 3306,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Pallekele,06-Nov-12
ODI # 3307,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Hambantota,10-Nov-12
ODI # 3308,Sri Lanka,New Zealand,no result,,Hambantota,12-Nov-12
ODI # 3309,Bangladesh,West Indies,Bangladesh,7 wickets,Khulna,30-Nov-12
ODI # 3310,Bangladesh,West Indies,Bangladesh,160 runs,Khulna,02-Dec-12
ODI # 3311,Bangladesh,West Indies,West Indies,4 wickets,Dhaka,05-Dec-12
ODI # 3312,Bangladesh,West Indies,West Indies,75 runs,Dhaka,07-Dec-12
ODI # 3313,Bangladesh,West Indies,Bangladesh,2 wickets,Dhaka,08-Dec-12
ODI # 3314,India,Pakistan,Pakistan,6 wickets,Chennai,30-Dec-12
ODI # 3315,India,Pakistan,Pakistan,85 runs,Kolkata,03-Jan-13
ODI # 3316,India,Pakistan,India,10 runs,Delhi,06-Jan-13
ODI # 3317,Australia,Sri Lanka,Australia,107 runs,Melbourne,11-Jan-13
ODI # 3318,India,England,England,9 runs,Rajkot,11-Jan-13
ODI # 3319,Australia,Sri Lanka,Sri Lanka,8 wickets,Adelaide,13-Jan-13
ODI # 3320,India,England,India,127 runs,Kochi,15-Jan-13
ODI # 3321,Australia,Sri Lanka,Sri Lanka,4 wickets,Brisbane,18-Jan-13
ODI # 3322,India,England,India,7 wickets,Ranchi,19-Jan-13
ODI # 3323,South Africa,New Zealand,New Zealand,1 wicket,Paarl,19-Jan-13
ODI # 3324,Australia,Sri Lanka,no result,,Sydney,20-Jan-13
ODI # 3325,South Africa,New Zealand,New Zealand,27 runs,Kimberley,22-Jan-13
ODI # 3326,Australia,Sri Lanka,Australia,32 runs,Hobart,23-Jan-13
ODI # 3327,India,England,India,5 wickets,Mohali,23-Jan-13
ODI # 3328,South Africa,New Zealand,South Africa,1 wicket,Potchefstroom,25-Jan-13
ODI # 3329,India,England,England,7 wickets,Dharamsala,27-Jan-13
ODI # 3330,Australia,West Indies,Australia,9 wickets,Perth,01-Feb-13
ODI # 3331,Australia,West Indies,Australia,54 runs,Perth,03-Feb-13
ODI # 3332,Australia,West Indies,Australia,39 runs,Canberra,06-Feb-13
ODI # 3333,Australia,West Indies,Australia,5 wickets,Sydney,08-Feb-13
ODI # 3334,Australia,West Indies,Australia,17 runs,Melbourne,10-Feb-13
ODI # 3335,New Zealand,England,New Zealand,3 wickets,Hamilton,17-Feb-13
ODI # 3336,New Zealand,England,England,8 wickets,Napier,20-Feb-13
ODI # 3337,West Indies,Zimbabwe,West Indies,156 runs,St George's,22-Feb-13
ODI # 3338,New Zealand,England,England,5 wickets,Auckland,23-Feb-13
ODI # 3339,West Indies,Zimbabwe,West Indies,7 wickets,St George's,24-Feb-13
ODI # 3340,West Indies,Zimbabwe,West Indies,5 wickets,St George's,26-Feb-13
ODI # 3341,Afghanistan,Scotland,Afghanistan,7 wickets,Sharjah,06-Mar-13
ODI # 3342,Afghanistan,Scotland,Afghanistan,5 wickets,Sharjah,08-Mar-13
ODI # 3343,South Africa,Pakistan,South Africa,125 runs,Bloemfontein,10-Mar-13
ODI # 3344,Canada,Kenya,Kenya,6 wickets,ICCA Dubai,11-Mar-13
ODI # 3345,Canada,Kenya,Kenya,6 wickets,ICCA Dubai,13-Mar-13
ODI # 3346,South Africa,Pakistan,Pakistan,6 wickets,Centurion,15-Mar-13
ODI # 3347,South Africa,Pakistan,South Africa,34 runs,Johannesburg,17-Mar-13
ODI # 3348,South Africa,Pakistan,Pakistan,3 wickets,Durban,21-Mar-13
ODI # 3349,Sri Lanka,Bangladesh,Sri Lanka,8 wickets,Hambantota,23-Mar-13
ODI # 3350,South Africa,Pakistan,South Africa,6 wickets,Benoni,24-Mar-13
ODI # 3351,Sri Lanka,Bangladesh,no result,,Hambantota,25-Mar-13
ODI # 3352,Sri Lanka,Bangladesh,Bangladesh,3 wickets,Pallekele,28-Mar-13
ODI # 3353,Zimbabwe,Bangladesh,Bangladesh,121 runs,Bulawayo,03-May-13
ODI # 3354,Zimbabwe,Bangladesh,Zimbabwe,6 wickets,Bulawayo,05-May-13
ODI # 3355,Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Bulawayo,08-May-13
ODI # 3356,Scotland,Pakistan,Pakistan,96 runs,Edinburgh,17-May-13
ODI # 3357,Ireland,Pakistan,tied,,Dublin,23-May-13
ODI # 3358,Ireland,Pakistan,Pakistan,2 wickets,Dublin,26-May-13
ODI # 3359,Netherlands,South Africa,South Africa,83 runs,Amstelveen,31-May-13
ODI # 3360,England,New Zealand,New Zealand,5 wickets,Lord's,31-May-13
ODI # 3361,England,New Zealand,New Zealand,86 runs,Southampton,02-Jun-13
ODI # 3362,England,New Zealand,England,34 runs,Nottingham,05-Jun-13
ODI # 3363,India,South Africa,India,26 runs,Cardiff,06-Jun-13
ODI # 3364,Pakistan,West Indies,West Indies,2 wickets,The Oval,07-Jun-13
ODI # 3365,England,Australia,England,48 runs,Birmingham,08-Jun-13
ODI # 3366,New Zealand,Sri Lanka,New Zealand,1 wicket,Cardiff,09-Jun-13
ODI # 3367,Pakistan,South Africa,South Africa,67 runs,Birmingham,10-Jun-13
ODI # 3368,India,West Indies,India,8 wickets,The Oval,11-Jun-13
ODI # 3369,Australia,New Zealand,no result,,Birmingham,12-Jun-13
ODI # 3370,England,Sri Lanka,Sri Lanka,7 wickets,The Oval,13-Jun-13
ODI # 3371,South Africa,West Indies,tied,,Cardiff,14-Jun-13
ODI # 3372,India,Pakistan,India,8 wickets,Birmingham,15-Jun-13
ODI # 3373,England,New Zealand,England,10 runs,Cardiff,16-Jun-13
ODI # 3374,Australia,Sri Lanka,Sri Lanka,20 runs,The Oval,17-Jun-13
ODI # 3375,England,South Africa,England,7 wickets,The Oval,19-Jun-13
ODI # 3376,India,Sri Lanka,India,8 wickets,Cardiff,20-Jun-13
ODI # 3377,England,India,India,5 runs,Birmingham,23-Jun-13
ODI # 3378,West Indies,Sri Lanka,West Indies,6 wickets,Kingston,28-Jun-13
ODI # 3379,Scotland,Kenya,Scotland,12 runs,Aberdeen,30-Jun-13
ODI # 3380,West Indies,India,West Indies,1 wicket,Kingston,30-Jun-13
ODI # 3381,Scotland,Kenya,Scotland,4 wickets,Aberdeen,"Jul 2-3, 2013"
ODI # 3382,India,Sri Lanka,Sri Lanka,161 runs,Kingston,02-Jul-13
ODI # 3383,West Indies,India,India,102 runs,Port of Spain,05-Jul-13
ODI # 3384,Netherlands,Ireland,Ireland,88 runs,Amstelveen,07-Jul-13
ODI # 3385,West Indies,Sri Lanka,Sri Lanka,39 runs,Port of Spain,"Jul 7-8, 2013"
ODI # 3386,Netherlands,Ireland,tied,,Amstelveen,09-Jul-13
ODI # 3387,India,Sri Lanka,India,81 runs,Port of Spain,09-Jul-13
ODI # 3388,India,Sri Lanka,India,1 wicket,Port of Spain,11-Jul-13
ODI # 3389,West Indies,Pakistan,Pakistan,126 runs,Providence,14-Jul-13
ODI # 3390,West Indies,Pakistan,West Indies,37 runs,Providence,16-Jul-13
ODI # 3391,West Indies,Pakistan,tied,,Gros Islet,19-Jul-13
ODI # 3392,Sri Lanka,South Africa,Sri Lanka,180 runs,Colombo (RPS),20-Jul-13
ODI # 3393,West Indies,Pakistan,Pakistan,6 wickets,Gros Islet,21-Jul-13
ODI # 3394,Sri Lanka,South Africa,Sri Lanka,17 runs,Colombo (RPS),23-Jul-13
ODI # 3395,Zimbabwe,India,India,6 wickets,Harare,24-Jul-13
ODI # 3396,West Indies,Pakistan,Pakistan,4 wickets,Gros Islet,24-Jul-13
ODI # 3397,Zimbabwe,India,India,58 runs,Harare,26-Jul-13
ODI # 3398,Sri Lanka,South Africa,South Africa,56 runs,Pallekele,26-Jul-13
ODI # 3399,Zimbabwe,India,India,7 wickets,Harare,28-Jul-13
ODI # 3400,Sri Lanka,South Africa,Sri Lanka,8 wickets,Pallekele,28-Jul-13
ODI # 3401,Sri Lanka,South Africa,Sri Lanka,128 runs,Colombo (RPS),31-Jul-13
ODI # 3402,Zimbabwe,India,India,9 wickets,Bulawayo,01-Aug-13
ODI # 3403,Zimbabwe,India,India,7 wickets,Bulawayo,03-Aug-13
ODI # 3404,Zimbabwe,Pakistan,Zimbabwe,7 wickets,Harare,27-Aug-13
ODI # 3405,Canada,Netherlands,no result,,King City (NW),"Aug 27-28, 2013"
ODI # 3406,Zimbabwe,Pakistan,Pakistan,90 runs,Harare,29-Aug-13
ODI # 3407,Canada,Netherlands,Netherlands,9 wickets,King City (NW),29-Aug-13
ODI # 3408,Zimbabwe,Pakistan,Pakistan,108 runs,Harare,31-Aug-13
ODI # 3409,Ireland,England,England,6 wickets,Dublin (Malahide),03-Sep-13
ODI # 3410,Scotland,Australia,Australia,200 runs,Edinburgh,03-Sep-13
ODI # 3411,Ireland,Scotland,Ireland,1 wicket,Belfast,06-Sep-13
ODI # 3412,England,Australia,Australia,88 runs,Manchester,08-Sep-13
ODI # 3413,Ireland,Scotland,Ireland,7 wickets,Belfast,08-Sep-13
ODI # 3414,England,Australia,no result,,Birmingham,11-Sep-13
ODI # 3415,England,Australia,England,3 wickets,Cardiff,14-Sep-13
ODI # 3416,England,Australia,Australia,49 runs,Southampton,16-Sep-13
ODI # 3417,Afghanistan,Kenya,Afghanistan,8 wickets,Sharjah,02-Oct-13
ODI # 3418,Afghanistan,Kenya,Afghanistan,7 wickets,Sharjah,04-Oct-13
ODI # 3419,India,Australia,Australia,72 runs,Pune,13-Oct-13
ODI # 3420,India,Australia,India,9 wickets,Jaipur,16-Oct-13
ODI # 3421,India,Australia,Australia,4 wickets,Mohali,19-Oct-13
ODI # 3422,India,Australia,no result,,Ranchi,23-Oct-13
ODI # 3423,Bangladesh,New Zealand,Bangladesh,43 runs,Dhaka,29-Oct-13
ODI # 3424,India,Australia,India,6 wickets,Nagpur,30-Oct-13
ODI # 3425,Pakistan,South Africa,South Africa,1 run,Sharjah,30-Oct-13
ODI # 3426,Bangladesh,New Zealand,Bangladesh,40 runs,Dhaka,31-Oct-13
ODI # 3427,Pakistan,South Africa,Pakistan,66 runs,Dubai (DSC),01-Nov-13
ODI # 3428,India,Australia,India,57 runs,Bengaluru,02-Nov-13
ODI # 3429,Bangladesh,New Zealand,Bangladesh,4 wickets,Fatullah,03-Nov-13
ODI # 3430,Pakistan,South Africa,South Africa,68 runs,Abu Dhabi,06-Nov-13
ODI # 3431,Pakistan,South Africa,South Africa,28 runs,Abu Dhabi,08-Nov-13
ODI # 3432,Sri Lanka,New Zealand,no result,,Hambantota,10-Nov-13
ODI # 3433,Pakistan,South Africa,South Africa,117 runs,Sharjah,11-Nov-13
ODI # 3434,Sri Lanka,New Zealand,New Zealand,4 wickets,Hambantota,12-Nov-13
ODI # 3435,Sri Lanka,New Zealand,Sri Lanka,36 runs,Dambulla,16-Nov-13
ODI # 3436,India,West Indies,India,6 wickets,Kochi,21-Nov-13
ODI # 3437,India,West Indies,West Indies,2 wickets,Visakhapatnam,24-Nov-13
ODI # 3438,South Africa,Pakistan,Pakistan,23 runs,Cape Town,24-Nov-13
ODI # 3439,India,West Indies,India,5 wickets,Kanpur,27-Nov-13
ODI # 3440,South Africa,Pakistan,Pakistan,1 run,Port Elizabeth,27-Nov-13
ODI # 3441,South Africa,Pakistan,South Africa,4 wickets,Centurion,30-Nov-13
ODI # 3442,South Africa,India,South Africa,141 runs,Johannesburg,05-Dec-13
ODI # 3443,South Africa,India,South Africa,134 runs,Durban,08-Dec-13
ODI # 3444,South Africa,India,no result,,Centurion,11-Dec-13
ODI # 3445,Pakistan,Sri Lanka,Pakistan,11 runs,Sharjah,18-Dec-13
ODI # 3446,Pakistan,Sri Lanka,Sri Lanka,2 wickets,Dubai (DSC),20-Dec-13
ODI # 3447,Pakistan,Sri Lanka,Pakistan,113 runs,Sharjah,22-Dec-13
ODI # 3448,Pakistan,Sri Lanka,Pakistan,8 wickets,Abu Dhabi,25-Dec-13
ODI # 3449,New Zealand,West Indies,West Indies,2 wickets,Auckland,26-Dec-13
ODI # 3450,Pakistan,Sri Lanka,Sri Lanka,2 wickets,Abu Dhabi,27-Dec-13
ODI # 3451,New Zealand,West Indies,New Zealand,159 runs,Queenstown,01-Jan-14
ODI # 3452,New Zealand,West Indies,New Zealand,58 runs,Nelson,04-Jan-14
ODI # 3453,New Zealand,West Indies,West Indies,203 runs,Hamilton,08-Jan-14
ODI # 3454,Australia,England,Australia,6 wickets,Melbourne,12-Jan-14
ODI # 3455,Australia,England,Australia,1 wicket,Brisbane,17-Jan-14
ODI # 3456,New Zealand,India,New Zealand,24 runs,Napier,19-Jan-14
ODI # 3457,Australia,England,Australia,7 wickets,Sydney,19-Jan-14
ODI # 3458,New Zealand,India,New Zealand,15 runs,Hamilton,22-Jan-14
ODI # 3459,Canada,Scotland,Scotland,170 runs,Christchurch,23-Jan-14
ODI # 3460,Kenya,Netherlands,Kenya,4 wickets,Lincoln,23-Jan-14
ODI # 3461,Australia,England,England,57 runs,Perth,24-Jan-14
ODI # 3462,New Zealand,India,tied,,Auckland,25-Jan-14
ODI # 3463,Australia,England,Australia,5 runs,Adelaide,26-Jan-14
ODI # 3464,Canada,Netherlands,Netherlands,8 wickets,Mount Maunganui,28-Jan-14
ODI # 3465,New Zealand,India,New Zealand,7 wickets,Hamilton,28-Jan-14
ODI # 3466,Kenya,Scotland,Scotland,3 wickets,Christchurch,30-Jan-14
ODI # 3467,New Zealand,India,New Zealand,87 runs,Wellington,31-Jan-14
ODI # 3468,Scotland,U.A.E.,Scotland,41 runs,Lincoln,01-Feb-14
ODI # 3469,Bangladesh,Sri Lanka,Sri Lanka,13 runs,Dhaka,17-Feb-14
ODI # 3470,Bangladesh,Sri Lanka,Sri Lanka,61 runs,Dhaka,20-Feb-14
ODI # 3471,Bangladesh,Sri Lanka,Sri Lanka,6 wickets,Dhaka,22-Feb-14
ODI # 3472,West Indies,Ireland,West Indies,4 wickets,Kingston,23-Feb-14
ODI # 3473,Pakistan,Sri Lanka,Sri Lanka,12 runs,Fatullah,25-Feb-14
ODI # 3474,Bangladesh,India,India,6 wickets,Fatullah,26-Feb-14
ODI # 3475,Afghanistan,Pakistan,Pakistan,72 runs,Fatullah,27-Feb-14
ODI # 3476,India,Sri Lanka,Sri Lanka,2 wickets,Fatullah,28-Feb-14
ODI # 3477,West Indies,England,West Indies,15 runs,North Sound,28-Feb-14
ODI # 3478,Bangladesh,Afghanistan,Afghanistan,32 runs,Fatullah,01-Mar-14
ODI # 3479,India,Pakistan,Pakistan,1 wicket,Dhaka,02-Mar-14
ODI # 3480,West Indies,England,England,3 wickets,North Sound,02-Mar-14
ODI # 3481,Afghanistan,Sri Lanka,Sri Lanka,129 runs,Dhaka,03-Mar-14
ODI # 3482,Bangladesh,Pakistan,Pakistan,3 wickets,Dhaka,04-Mar-14
ODI # 3483,Afghanistan,India,India,8 wickets,Dhaka,05-Mar-14
ODI # 3484,West Indies,England,England,25 runs,North Sound,05-Mar-14
ODI # 3485,Bangladesh,Sri Lanka,Sri Lanka,3 wickets,Dhaka,06-Mar-14
ODI # 3486,Pakistan,Sri Lanka,Sri Lanka,5 wickets,Dhaka,08-Mar-14
ODI # 3487,Afghanistan,Hong Kong,Afghanistan,6 wickets,Kuala Lumpur,01-May-14
ODI # 3488,Afghanistan,U.A.E.,Afghanistan,70 runs,Kuala Lumpur,02-May-14
ODI # 3489,Hong Kong,U.A.E.,U.A.E.,2 wickets,Kuala Lumpur,04-May-14
ODI # 3490,Ireland,Sri Lanka,Sri Lanka,79 runs,Dublin,06-May-14
ODI # 3491,Scotland,England,England,39 runs,Aberdeen,09-May-14
ODI # 3492,England,Sri Lanka,England,81 runs,The Oval,22-May-14
ODI # 3493,England,Sri Lanka,Sri Lanka,157 runs,Chester-le-Street,25-May-14
ODI # 3494,England,Sri Lanka,England,10 wickets,Manchester,28-May-14
ODI # 3495,England,Sri Lanka,Sri Lanka,7 runs,Lord's,31-May-14
ODI # 3496,England,Sri Lanka,Sri Lanka,6 wickets,Birmingham,03-Jun-14
ODI # 3497,Bangladesh,India,India,7 wickets,Dhaka,15-Jun-14
ODI # 3498,Bangladesh,India,India,47 runs,Dhaka,17-Jun-14
ODI # 3499,Bangladesh,India,no result,,Dhaka,19-Jun-14
ODI # 3500,Sri Lanka,South Africa,South Africa,75 runs,Colombo (RPS),06-Jul-14
ODI # 3501,Sri Lanka,South Africa,Sri Lanka,87 runs,Pallekele,09-Jul-14
ODI # 3502,Sri Lanka,South Africa,South Africa,82 runs,Hambantota,12-Jul-14
ODI # 3503,Zimbabwe,Afghanistan,Zimbabwe,6 wickets,Bulawayo,18-Jul-14
ODI # 3504,Zimbabwe,Afghanistan,Zimbabwe,8 wickets,Bulawayo,20-Jul-14
ODI # 3505,Zimbabwe,Afghanistan,Afghanistan,2 wickets,Bulawayo,22-Jul-14
ODI # 3506,Zimbabwe,Afghanistan,Afghanistan,100 runs,Bulawayo,24-Jul-14
ODI # 3507,Zimbabwe,South Africa,South Africa,93 runs,Bulawayo,17-Aug-14
ODI # 3508,Zimbabwe,South Africa,South Africa,61 runs,Bulawayo,19-Aug-14
ODI # 3509,West Indies,Bangladesh,West Indies,3 wickets,St George's,20-Aug-14
ODI # 3510,Zimbabwe,South Africa,South Africa,7 wickets,Bulawayo,21-Aug-14
ODI # 3511,West Indies,Bangladesh,West Indies,177 runs,St George's,22-Aug-14
ODI # 3512,Sri Lanka,Pakistan,Pakistan,4 wickets,Hambantota,23-Aug-14
ODI # 3513,Zimbabwe,Australia,Australia,198 runs,Harare,25-Aug-14
ODI # 3514,West Indies,Bangladesh,West Indies,91 runs,Basseterre,25-Aug-14
ODI # 3515,Sri Lanka,Pakistan,Sri Lanka,77 runs,Hambantota,26-Aug-14
ODI # 3516,Australia,South Africa,South Africa,7 wickets,Harare,27-Aug-14
ODI # 3517,England,India,India,133 runs,Cardiff,27-Aug-14
ODI # 3518,Zimbabwe,South Africa,South Africa,61 runs,Harare,29-Aug-14
ODI # 3519,Sri Lanka,Pakistan,Sri Lanka,7 wickets,Dambulla,30-Aug-14
ODI # 3520,England,India,India,6 wickets,Nottingham,30-Aug-14
ODI # 3521,Zimbabwe,Australia,Zimbabwe,3 wickets,Harare,31-Aug-14
ODI # 3522,Australia,South Africa,Australia,62 runs,Harare,02-Sep-14
ODI # 3523,England,India,India,9 wickets,Birmingham,02-Sep-14
ODI # 3524,Zimbabwe,South Africa,South Africa,63 runs,Harare,04-Sep-14
ODI # 3525,England,India,England,41 runs,Leeds,05-Sep-14
ODI # 3526,Australia,South Africa,South Africa,6 wickets,Harare,06-Sep-14
ODI # 3527,Ireland,Scotland,Ireland,7 wickets,Dublin (Malahide),08-Sep-14
ODI # 3528,Ireland,Scotland,Ireland,3 wickets,Dublin (Malahide),10-Sep-14
ODI # 3529,Ireland,Scotland,Scotland,8 wickets,Dublin (Malahide),12-Sep-14
ODI # 3530,Australia,Pakistan,Australia,93 runs,Sharjah,07-Oct-14
ODI # 3531,India,West Indies,West Indies,124 runs,Kochi,08-Oct-14
ODI # 3532,Australia,Pakistan,Australia,5 wickets,Dubai (DSC),10-Oct-14
ODI # 3533,India,West Indies,India,48 runs,Delhi,11-Oct-14
ODI # 3534,Australia,Pakistan,Australia,1 run,Abu Dhabi,12-Oct-14
ODI # 3535,India,West Indies,India,59 runs,Dharamsala,17-Oct-14
ODI # 3536,New Zealand,South Africa,South Africa,6 wickets,Mount Maunganui,21-Oct-14
ODI # 3537,New Zealand,South Africa,South Africa,72 runs,Mount Maunganui,24-Oct-14
ODI # 3538,New Zealand,South Africa,no result,,Hamilton,27-Oct-14
ODI # 3539,India,Sri Lanka,India,169 runs,Cuttack,02-Nov-14
ODI # 3540,India,Sri Lanka,India,6 wickets,Ahmedabad,06-Nov-14
ODI # 3541,Hong Kong,P.N.G.,P.N.G.,4 wickets,Townsville,08-Nov-14
ODI # 3542,Hong Kong,P.N.G.,P.N.G.,3 wickets,Townsville,09-Nov-14
ODI # 3543,India,Sri Lanka,India,6 wickets,Hyderabad (Deccan),09-Nov-14
ODI # 3544,India,Sri Lanka,India,153 runs,Kolkata,13-Nov-14
ODI # 3545,Australia,South Africa,Australia,32 runs,Perth,14-Nov-14
ODI # 3546,Australia,South Africa,South Africa,3 wickets,Perth,16-Nov-14
ODI # 3547,India,Sri Lanka,India,3 wickets,Ranchi,16-Nov-14
ODI # 3548,Australia,South Africa,Australia,73 runs,Canberra,19-Nov-14
ODI # 3549,Australia,South Africa,Australia,3 wickets,Melbourne,21-Nov-14
ODI # 3550,Bangladesh,Zimbabwe,Bangladesh,87 runs,Chittagong,21-Nov-14
ODI # 3551,Australia,South Africa,Australia,2 wickets,Sydney,23-Nov-14
ODI # 3552,Bangladesh,Zimbabwe,Bangladesh,68 runs,Chittagong,23-Nov-14
ODI # 3553,Bangladesh,Zimbabwe,Bangladesh,124 runs,Dhaka,26-Nov-14
ODI # 3554,Sri Lanka,England,Sri Lanka,25 runs,Colombo (RPS),26-Nov-14
ODI # 3555,Bangladesh,Zimbabwe,Bangladesh,21 runs,Dhaka,28-Nov-14
ODI # 3556,U.A.E.,Afghanistan,U.A.E.,5 wickets,ICCA Dubai,28-Nov-14
ODI # 3557,Sri Lanka,England,Sri Lanka,8 wickets,Colombo (RPS),29-Nov-14
ODI # 3558,U.A.E.,Afghanistan,U.A.E.,6 wickets,ICCA Dubai,30-Nov-14
ODI # 3559,Bangladesh,Zimbabwe,Bangladesh,5 wickets,Dhaka,01-Dec-14
ODI # 3560,U.A.E.,Afghanistan,Afghanistan,2 wickets,ICCA Dubai,02-Dec-14
ODI # 3561,Sri Lanka,England,England,5 wickets,Hambantota,03-Dec-14
ODI # 3562,U.A.E.,Afghanistan,U.A.E.,30 runs,ICCA Dubai,04-Dec-14
ODI # 3563,Sri Lanka,England,Sri Lanka,6 wickets,Colombo (RPS),07-Dec-14
ODI # 3564,New Zealand,Pakistan,Pakistan,3 wickets,Dubai (DSC),08-Dec-14
ODI # 3565,Sri Lanka,England,England,5 wickets,Pallekele,"Dec 10-11, 2014"
ODI # 3566,New Zealand,Pakistan,New Zealand,4 wickets,Sharjah,12-Dec-14
ODI # 3567,Sri Lanka,England,Sri Lanka,90 runs,Pallekele,13-Dec-14
ODI # 3568,New Zealand,Pakistan,Pakistan,147 runs,Sharjah,14-Dec-14
ODI # 3569,Sri Lanka,England,Sri Lanka,87 runs,Colombo (RPS),16-Dec-14
ODI # 3570,New Zealand,Pakistan,New Zealand,7 runs,Abu Dhabi,17-Dec-14
ODI # 3571,New Zealand,Pakistan,New Zealand,68 runs,Abu Dhabi,19-Dec-14
ODI # 3572,Afghanistan,Scotland,Afghanistan,8 wickets,ICCA Dubai,08-Jan-15
ODI # 3573,Afghanistan,Ireland,Ireland,3 wickets,Dubai (DSC),10-Jan-15
ODI # 3574,New Zealand,Sri Lanka,New Zealand,3 wickets,Christchurch,11-Jan-15
ODI # 3575,Ireland,Scotland,Ireland,3 wickets,Dubai (DSC),12-Jan-15
ODI # 3576,Afghanistan,Scotland,Scotland,150 runs,Abu Dhabi,14-Jan-15
ODI # 3577,New Zealand,Sri Lanka,Sri Lanka,6 wickets,Hamilton,15-Jan-15
ODI # 3578,Australia,England,Australia,3 wickets,Sydney,16-Jan-15
ODI # 3579,South Africa,West Indies,South Africa,61 runs,Durban,16-Jan-15
ODI # 3580,New Zealand,Sri Lanka,no result,,Auckland,17-Jan-15
ODI # 3581,Afghanistan,Ireland,Afghanistan,71 runs,Dubai (DSC),17-Jan-15
ODI # 3582,Australia,India,Australia,4 wickets,Melbourne,18-Jan-15
ODI # 3583,South Africa,West Indies,South Africa,148 runs,Johannesburg,18-Jan-15
ODI # 3584,Ireland,Scotland,no result,,ICCA Dubai,19-Jan-15
ODI # 3585,New Zealand,Sri Lanka,New Zealand,4 wickets,Nelson,20-Jan-15
ODI # 3586,England,India,England,9 wickets,Brisbane,20-Jan-15
ODI # 3587,South Africa,West Indies,South Africa,9 wickets,East London,21-Jan-15
ODI # 3588,New Zealand,Sri Lanka,New Zealand,108 runs,Dunedin,23-Jan-15
ODI # 3589,Australia,England,Australia,3 wickets,Hobart,23-Jan-15
ODI # 3590,New Zealand,Sri Lanka,New Zealand,120 runs,Dunedin,25-Jan-15
ODI # 3591,South Africa,West Indies,West Indies,1 wicket,Port Elizabeth,25-Jan-15
ODI # 3592,Australia,India,no result,,Sydney,26-Jan-15
ODI # 3593,South Africa,West Indies,South Africa,131 runs,Centurion,28-Jan-15
ODI # 3594,New Zealand,Sri Lanka,Sri Lanka,34 runs,Wellington,29-Jan-15
ODI # 3595,England,India,England,3 wickets,Perth,30-Jan-15
ODI # 3596,New Zealand,Pakistan,New Zealand,7 wickets,Wellington,31-Jan-15
ODI # 3597,Australia,England,Australia,112 runs,Perth,01-Feb-15
ODI # 3598,New Zealand,Pakistan,New Zealand,119 runs,Napier,03-Feb-15
ODI # 3599,New Zealand,Sri Lanka,New Zealand,98 runs,Christchurch,14-Feb-15
ODI # 3600,Australia,England,Australia,111 runs,Melbourne,14-Feb-15
ODI # 3601,South Africa,Zimbabwe,South Africa,62 runs,Hamilton,15-Feb-15
ODI # 3602,India,Pakistan,India,76 runs,Adelaide,15-Feb-15
ODI # 3603,Ireland,West Indies,Ireland,4 wickets,Nelson,16-Feb-15
ODI # 3604,New Zealand,Scotland,New Zealand,3 wickets,Dunedin,17-Feb-15
ODI # 3605,Afghanistan,Bangladesh,Bangladesh,105 runs,Canberra,18-Feb-15
ODI # 3606,U.A.E.,Zimbabwe,Zimbabwe,4 wickets,Nelson,19-Feb-15
ODI # 3607,New Zealand,England,New Zealand,8 wickets,Wellington,20-Feb-15
ODI # 3608,Pakistan,West Indies,West Indies,150 runs,Christchurch,21-Feb-15
ODI # 3609,Afghanistan,Sri Lanka,Sri Lanka,4 wickets,Dunedin,22-Feb-15
